,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque
1851,2012,450000,60000,Diesel,1,1,Third Owner,22.32,1582,126.32,5,260.0
1852,2019,390000,10000,Petrol,1,1,First Owner,22.5,999,67.0,5,91.0
1853,2009,180000,70000,Petrol,1,1,Second Owner,14.2,1597,92.0,5,1275.0
1854,2006,270000,70000,Petrol,1,1,Second Owner,17.7,1497,78.0,5,125.0
1855,1997,60000,25000,Petrol,1,1,Third Owner,16.1,796,37.0,4,59.0
1856,2006,170000,90000,Petrol,1,1,Third Owner,13.9,1599,103.2,5,147.0
1857,2015,978999,90000,Diesel,1,1,First Owner,19.67,1582,126.2,5,260.0
1858,2018,490000,25000,Petrol,1,1,First Owner,23.84,1199,84.0,5,114.0
1859,2012,280000,60000,Diesel,1,1,Second Owner,23.5,1498,88.7,5,204.0
1860,2018,390000,25000,Petrol,1,1,First Owner,23.84,1199,84.0,5,114.0
1861,2008,45000,70000,Petrol,1,1,First Owner,18.0,995,62.0,5,91.0
1862,2016,640000,80000,Diesel,1,1,Second Owner,24.52,1248,88.5,7,200.0
1863,2015,650000,110000,Diesel,1,1,Second Owner,15.4,2523,75.0,9,200.0
1864,2013,500000,115717,Diesel,1,1,First Owner,12.05,2179,120.0,9,290.0
1865,2008,90000,110000,Diesel,1,1,Second Owner,17.7,1399,68.0,5,157.0
1866,2014,480000,70000,Diesel,1,1,Second Owner,15.05,2179,147.9,7,320.0
1867,2019,630000,4000,Petrol,1,1,First Owner,21.21,1197,81.8,5,113.0
1868,2011,250000,50000,Petrol,1,1,First Owner,20.36,1197,78.9,5,112.0
1869,2016,330000,70000,Petrol,1,1,Fourth & Above Owner,18.9,1197,82.0,5,114.0
1870,2009,180000,70000,Petrol,1,1,Second Owner,20.36,1197,78.9,5,112.0
1871,2016,550000,55000,Diesel,1,1,First Owner,26.59,1248,74.0,5,190.0
1872,2020,950000,5000,Petrol,1,0,First Owner,17.0,1198,108.5,5,170.0
1873,2013,430000,100000,Diesel,1,1,Second Owner,15.96,2523,62.1,7,195.0
1874,2009,150000,60000,Petrol,1,1,Second Owner,18.9,1061,67.0,5,84.0
1875,2019,1250000,100000,Diesel,1,1,First Owner,14.1,2179,153.86,7,400.0
1876,2015,600000,90000,Diesel,1,1,Third Owner,20.77,1248,88.76,7,200.0
1877,2010,65000,26432,Petrol,0,1,First Owner,25.4,624,37.48,4,51.0
1878,2016,220000,46702,Petrol,0,1,First Owner,16.8,796,34.2,8,59.0
1879,2016,220000,46706,Petrol,0,1,First Owner,16.8,796,34.2,8,59.0
1880,2006,110000,53523,Petrol,0,1,First Owner,16.84,1193,64.4,5,100.0
1881,2012,175000,56365,Diesel,0,1,First Owner,25.44,936,56.3,5,143.0
1882,2011,160000,49563,Petrol,0,1,First Owner,16.2,995,62.1,5,91.0
1883,2004,65000,56432,Petrol,0,1,First Owner,16.1,796,37.0,4,59.0
1884,2002,60000,52365,Petrol,0,1,Second Owner,16.1,796,37.0,4,59.0
1885,2007,120000,53512,Petrol,0,1,Second Owner,19.7,796,46.3,5,62.0
1886,2013,1000000,40000,Diesel,1,0,First Owner,11.18,2696,184.0,7,402.0
1887,2010,220000,46533,Petrol,0,1,First Owner,18.9,998,67.1,5,90.0
1888,2008,114999,58632,Petrol,0,1,Second Owner,14.0,796,35.0,5,60.0
1889,2016,850000,80000,Diesel,1,0,Second Owner,16.0,2179,140.0,7,330.0
1890,2016,750000,70000,Diesel,1,1,First Owner,24.52,1248,88.5,7,200.0
1891,2017,265000,90000,Petrol,1,1,First Owner,23.01,999,67.0,5,91.0
1892,2014,450000,110000,Petrol,1,1,Second Owner,14.09,1596,99.6,5,146.0
1893,2013,225000,90000,Diesel,1,1,First Owner,17.21,1493,100.0,7,240.0
1894,2015,1125000,70000,Diesel,1,1,First Owner,15.4,2179,120.0,7,280.0
1895,2007,130000,78000,Petrol,1,1,First Owner,19.7,796,46.3,5,62.0
1896,2017,660000,45000,Diesel,1,1,First Owner,16.5,1493,70.0,7,195.0
1897,2015,240000,50000,Petrol,1,1,Second Owner,23.95,998,67.05,5,90.0
1898,2017,275000,58000,Petrol,1,1,First Owner,24.7,796,47.3,5,69.0
1899,2012,750000,120000,Diesel,1,1,First Owner,12.8,2494,102.0,8,201.0
1900,2007,65000,30000,Petrol,1,1,Second Owner,14.7,1150,76.0,5,110.0
1901,2017,850000,162000,Diesel,1,1,First Owner,14.1,2179,147.94,7,320.0
1902,2016,300000,50000,CNG,1,1,Second Owner,44.42,998,58.16,5,77.0
1903,2015,825000,60000,Diesel,1,1,First Owner,15.4,1997,120.0,7,280.0
1904,2009,185000,138000,Diesel,1,1,Second Owner,19.3,1248,73.9,5,190.0
1905,2010,180000,70000,Petrol,1,1,Second Owner,20.36,1197,78.9,5,112.0
1906,2010,160000,48000,Petrol,1,1,Second Owner,19.7,796,46.3,5,62.0
1907,2012,500000,110000,Diesel,1,0,First Owner,11.4,2953,153.86,7,380.0
1908,2014,375000,88000,Diesel,1,1,Second Owner,25.2,1248,74.0,5,190.0
1909,2015,900000,68000,Diesel,1,1,First Owner,12.99,2494,100.6,7,200.0
1910,2017,459999,70000,Petrol,1,1,First Owner,18.9,1197,82.0,5,114.0
1911,2013,370000,96000,Diesel,1,1,Second Owner,22.9,1248,74.0,5,190.0
1912,2002,75000,30000,Petrol,1,1,Third Owner,17.3,993,60.0,5,78.0
1913,2016,400000,60000,Diesel,1,1,Third Owner,23.2,1248,73.94,5,190.0
1914,2014,425000,65000,Diesel,1,1,First Owner,25.2,1248,74.0,5,190.0
1915,2016,350000,65300,Petrol,1,1,Second Owner,18.9,1197,82.0,5,114.0
1916,2018,600000,40000,Petrol,1,1,First Owner,18.6,1197,81.83,5,115.0
1917,2012,120000,60000,Diesel,1,1,Second Owner,25.44,936,57.6,5,150.0
1918,2012,200000,70000,Petrol,1,1,Second Owner,20.92,998,67.1,5,90.0
1919,2008,100000,70000,Petrol,1,1,Third Owner,19.7,796,46.3,5,62.0
1920,2014,350000,70000,Diesel,1,1,Second Owner,24.0,1120,70.0,5,160.0
1921,2019,399000,10000,Petrol,1,1,First Owner,23.95,998,67.05,5,90.0
1922,2014,580000,56000,Diesel,1,1,First Owner,22.32,1582,126.3,5,260.0
1923,2017,290000,30000,Petrol,1,1,First Owner,22.7,799,53.64,5,72.0
1924,2014,380000,50000,Petrol,1,1,Second Owner,18.9,1197,82.0,5,114.0
1925,2010,200000,120000,Diesel,1,1,First Owner,20.0,1399,68.0,5,160.0
1926,2018,390000,40000,CNG,1,1,First Owner,44.42,998,58.16,5,77.0
1927,2017,500000,27500,Petrol,1,1,First Owner,18.9,1197,81.86,5,114.0
1928,2017,650000,75000,Diesel,1,1,First Owner,26.59,1248,74.0,5,190.0
1929,2018,380000,5000,Petrol,1,1,First Owner,23.01,999,67.0,5,91.0
1930,2010,275000,50000,LPG,1,1,First Owner,43.75,998,58.2,5,77.0
1931,2015,520000,70000,Diesel,1,1,First Owner,26.59,1248,74.0,5,190.0
1932,2015,610000,60000,Diesel,1,1,First Owner,26.59,1248,74.0,5,190.0
1933,2004,85000,110000,Petrol,1,1,First Owner,18.9,998,67.1,5,90.0
1934,2013,490000,95000,Diesel,1,1,First Owner,20.46,1461,83.8,5,200.0
1935,2015,229999,34000,Petrol,1,1,Second Owner,21.1,814,55.2,5,75.0
1936,2015,411000,25000,Petrol,1,1,First Owner,18.9,1197,82.0,5,114.0
1937,2019,362000,120000,CNG,1,1,Second Owner,36.64,1196,61.7,5,85.0
1938,2014,550000,31000,Diesel,1,1,First Owner,23.59,1364,67.06,5,170.0
1939,2018,459999,70000,CNG,1,1,First Owner,44.42,998,58.16,5,77.0
1940,2019,499000,5000,Petrol,1,0,First Owner,20.3,1086,68.0,5,99.0
1941,2012,278000,120000,Diesel,1,1,Second Owner,23.59,1364,67.1,5,170.0
1942,2013,580000,67000,Diesel,1,1,Second Owner,20.4,1461,108.5,5,240.0
1943,2018,825000,40000,Diesel,1,1,First Owner,25.8,1498,98.6,5,200.0
1944,2004,170000,120000,Petrol,1,1,Second Owner,13.4,1794,125.0,5,158.0
1945,2014,1700000,80000,Diesel,1,1,Second Owner,12.55,2982,168.5,7,343.0
1946,2018,490000,7000,Petrol,1,1,First Owner,20.3,1086,68.0,5,99.0
1947,2018,1050000,15000,Diesel,1,1,First Owner,16.0,2179,140.0,7,330.0
1948,2016,210000,50000,Petrol,1,1,First Owner,18.6,1199,76.8,5,107.0
1949,2016,1250000,30000,Diesel,1,1,First Owner,15.4,2179,120.0,7,280.0
1950,2012,320000,120000,Diesel,1,1,Second Owner,22.9,1248,74.0,5,190.0
1951,2012,400000,64000,Diesel,1,1,First Owner,16.52,1991,123.7,5,305.0
1952,2013,320000,120000,Diesel,1,1,First Owner,23.2,1248,73.94,5,190.0
1953,2012,600000,85000,Diesel,1,1,First Owner,21.43,1364,87.2,5,205.0
1954,2009,170000,59000,Petrol,1,1,Second Owner,19.7,796,46.3,5,62.0
1955,2015,620000,140000,Diesel,1,1,Second Owner,20.45,1461,83.8,5,200.0
1956,2015,550000,40000,Diesel,1,1,First Owner,23.59,1364,67.04,5,170.0
1957,2014,600000,90000,Diesel,1,1,First Owner,26.0,1498,98.6,5,200.0
1958,2014,649000,117000,Diesel,1,1,Third Owner,15.1,2179,140.0,7,330.0
1959,2014,625000,90000,Diesel,1,1,First Owner,26.0,1498,98.6,5,200.0
1960,2010,125000,70000,Petrol,1,1,First Owner,16.0,995,63.0,5,91.0
1961,2009,305000,230000,Diesel,1,1,Second Owner,13.58,2499,72.4,9,171.0
1962,2015,600000,60000,Diesel,1,1,Second Owner,13.49,2179,138.03,5,320.0
1963,2016,426000,110000,Petrol,1,1,First Owner,18.15,1198,82.0,6,115.0
1964,2010,180000,120000,Diesel,1,1,First Owner,17.0,1405,71.0,5,135.0
1965,2011,400000,100000,Diesel,1,1,Second Owner,22.32,1582,126.32,5,260.0
1966,2010,120000,40000,Petrol,1,1,Second Owner,18.6,1199,79.4,5,108.0
1967,2012,300000,110000,Diesel,1,1,Second Owner,21.12,1248,88.8,5,200.0
1968,2011,190000,92500,Petrol,1,1,Second Owner,20.92,998,67.1,5,90.0
1969,2017,310000,20000,Petrol,1,1,First Owner,24.7,796,47.3,5,69.0
1970,2016,260000,35000,Petrol,1,1,First Owner,22.7,799,53.64,5,72.0
1971,2017,320000,32000,Petrol,1,1,Second Owner,23.95,998,67.05,5,90.0
1972,2013,211000,90000,CNG,1,1,First Owner,44.42,998,58.16,5,77.0
1973,2018,650000,35000,Petrol,1,1,First Owner,22.0,1197,81.8,5,113.0
1974,2017,651000,32500,Diesel,1,1,Second Owner,28.4,1248,74.02,5,190.0
1975,2014,160000,70000,Diesel,1,1,Third Owner,25.44,936,56.3,5,143.0
1976,2019,1270000,20000,Petrol,1,0,First Owner,17.0,1591,121.3,5,151.0
1977,2011,300000,300000,LPG,1,1,First Owner,43.75,998,58.2,5,77.0
1978,2015,405000,100000,Diesel,1,1,First Owner,25.2,1248,74.0,5,190.0
1979,2015,850000,64800,Diesel,1,1,First Owner,15.1,2179,140.0,7,330.0
1980,2017,680000,90000,Diesel,1,1,First Owner,16.5,1493,70.0,7,195.0
1981,2014,426999,80000,Petrol,1,1,First Owner,19.1,1197,82.0,5,114.0
1982,2015,869999,120000,Diesel,1,1,First Owner,22.7,1582,126.2,5,260.0
1983,2010,160000,66444,LPG,1,1,First Owner,43.75,998,58.2,5,77.0
1984,2016,700000,86000,Diesel,1,1,First Owner,24.3,1248,88.5,5,200.0
1985,2012,300000,90000,Diesel,1,1,First Owner,21.64,1461,84.8,5,200.0
1986,2012,960000,153000,Diesel,1,1,First Owner,12.8,2494,102.0,8,201.0
1987,2014,525000,70000,Diesel,1,1,Second Owner,16.55,2498,105.0,6,247.0
1988,2015,345000,60000,Diesel,1,1,First Owner,24.0,1120,70.0,5,160.0
1989,2015,390000,50000,Petrol,1,1,First Owner,18.0,1198,86.7,5,109.0
1990,2015,275000,20000,Petrol,1,1,First Owner,20.63,1198,67.0,5,104.0
1991,2014,310000,35000,Petrol,1,1,First Owner,18.2,1199,82.4,5,109.0
1992,2017,500000,20000,Petrol,1,1,First Owner,18.9,1197,81.86,5,114.0
1993,2013,200000,70000,Diesel,1,1,First Owner,22.1,1248,76.9,5,205.0
1994,2018,650000,53000,Diesel,1,1,First Owner,20.14,1498,88.0,5,230.0
1995,2018,1031000,60000,Diesel,1,1,First Owner,25.6,1498,97.9,5,200.0
1996,2018,330000,70000,Petrol,1,1,First Owner,20.3,998,68.05,5,95.0
1997,2012,250000,103000,Petrol,1,1,First Owner,20.36,1197,78.9,5,112.0
1998,2017,600000,20000,Diesel,1,1,First Owner,24.0,1186,73.97,5,191.0
1999,2013,375000,77000,Diesel,1,1,First Owner,22.9,1248,74.0,5,190.0
2000,2012,375000,90000,Diesel,1,1,First Owner,20.54,1598,103.6,5,250.0
2001,2003,55000,167000,Petrol,1,1,Second Owner,18.9,998,67.1,5,90.0
2002,2016,611000,77000,Diesel,1,1,First Owner,22.54,1396,88.73,5,220.0
2003,2011,275000,120000,Diesel,1,1,Second Owner,17.8,1399,68.0,5,160.0
2004,2011,185000,170000,CNG,1,1,First Owner,19.84,1086,62.1,5,97.0
2005,2012,390000,100000,Diesel,1,1,Second Owner,22.32,1582,126.32,5,260.0
2006,2007,72000,40000,Petrol,1,1,Second Owner,18.0,995,62.0,5,91.0
2007,2007,90000,50000,Diesel,1,1,First Owner,17.88,1396,52.8,5,85.0
2008,2015,500000,125000,Diesel,1,1,First Owner,23.59,1364,67.05,5,170.0
2009,2011,200000,137000,CNG,1,1,First Owner,43.75,998,58.2,5,77.0
2010,2019,1575000,18000,Diesel,1,1,First Owner,15.1,2179,152.87,7,360.0
2011,2015,511000,30000,Petrol,1,1,First Owner,18.9,1197,82.0,5,114.0
2012,2009,150000,55000,Petrol,1,1,First Owner,14.6,1368,88.7,5,115.0
2013,2020,1500000,40000,Petrol,1,0,First Owner,10.75,2694,163.7,8,245.0
2014,2018,1050000,13000,Diesel,1,1,First Owner,17.0,2200,139.01,7,321.0
2015,2012,300000,120000,Diesel,1,1,First Owner,25.0,1396,69.0,5,140.0
2016,2011,120000,90000,Petrol,1,1,First Owner,18.6,1199,79.4,5,108.0
2017,2011,170000,50000,Petrol,1,1,Third Owner,17.92,1086,62.1,5,97.0
2018,2010,320000,42000,Diesel,1,1,First Owner,23.03,1396,69.0,5,140.0
2019,2016,350000,17000,Petrol,1,0,First Owner,23.1,998,67.04,5,90.0
2020,2018,500000,40000,Petrol,1,0,First Owner,22.0,1197,81.8,5,113.0
2021,2009,135000,137000,Diesel,1,1,Second Owner,17.0,1405,70.0,5,133.0
2022,2018,340000,20000,Petrol,1,1,First Owner,25.17,799,53.3,5,72.0
2023,2020,330000,70000,Petrol,1,1,Second Owner,18.9,1197,81.86,5,114.0
2024,2011,350000,48756,Petrol,1,1,Second Owner,15.5,1586,103.3,5,145.0
2025,2015,1850000,30000,Diesel,1,0,Second Owner,12.55,2982,168.5,7,360.0
2026,2016,400000,110000,Diesel,1,1,First Owner,24.4,1120,71.0,5,181.0
2027,2014,325000,80322,Diesel,0,1,First Owner,17.8,1399,67.0,5,160.0
2028,2015,1000000,35000,Diesel,1,1,First Owner,15.4,1997,120.0,7,280.0
2029,2012,350000,70000,Diesel,1,1,Second Owner,21.5,1248,88.8,5,200.0
2030,2015,550000,120000,Diesel,1,1,Second Owner,24.5,1498,98.6,7,200.0
2031,2015,925000,60000,Diesel,1,1,First Owner,14.0,2179,138.1,7,320.0
2032,2010,509999,97000,Diesel,1,0,Second Owner,11.79,2179,120.0,8,290.0
2033,2011,250000,100000,Diesel,1,1,Second Owner,13.0,2489,95.0,8,220.0
2034,2015,500000,36000,Petrol,1,1,First Owner,17.19,1197,81.86,5,115.0
2035,2019,1050000,27000,Diesel,1,1,First Owner,21.38,1396,88.7,5,220.0
2036,2014,490000,50000,Diesel,1,1,First Owner,23.4,1248,74.0,5,190.0
2037,2020,415000,15000,Petrol,1,1,First Owner,15.37,1196,73.0,5,101.0
2038,2013,190000,60000,Petrol,1,1,Second Owner,22.74,796,47.3,5,69.0
2039,2018,680000,120000,Diesel,1,1,First Owner,28.4,1248,74.02,5,190.0
2040,2013,479000,173000,Diesel,1,1,First Owner,12.05,2179,120.0,7,290.0
2041,2016,270000,60000,Petrol,1,1,Second Owner,22.74,796,47.3,5,69.0
2042,2008,170000,70000,Petrol,1,1,Third Owner,19.81,1086,68.05,5,100.0
2043,2018,764000,25000,Petrol,1,1,First Owner,20.73,1373,91.1,5,130.0
2044,2019,710000,30000,Diesel,1,1,First Owner,15.96,2523,62.1,7,195.0
2045,2017,310000,35000,Petrol,1,1,First Owner,24.7,796,47.3,5,69.0
2046,2015,1500000,80000,Diesel,1,0,Second Owner,12.55,2982,168.5,7,360.0
2047,2016,450000,40000,Petrol,1,1,First Owner,18.9,1197,82.0,5,114.0
2048,2017,2199000,10000,Diesel,1,0,Second Owner,17.9,2143,136.0,5,300.0
2049,2013,3600000,50000,Diesel,1,0,First Owner,11.74,2987,254.8,5,619.0
2050,2008,285000,60000,Petrol,1,1,Second Owner,15.3,1596,99.6,5,146.0
2051,2007,465000,210000,Diesel,1,1,Second Owner,12.8,2494,102.0,8,201.0
2052,2009,1100000,60000,Diesel,1,0,Second Owner,16.07,1995,181.0,5,380.0
2053,2011,350000,110000,Diesel,1,1,Second Owner,20.54,1598,103.6,5,250.0
2054,2017,600000,35000,Petrol,1,1,First Owner,17.5,1373,91.1,7,130.0
2055,2017,570000,35000,Petrol,1,1,First Owner,21.4,1197,83.1,5,115.0
2056,2016,325000,20000,Petrol,1,1,First Owner,23.95,998,67.05,5,90.0
2057,2016,975000,54000,Diesel,1,0,First Owner,16.0,1997,140.0,7,320.0
2058,2015,480000,60000,Petrol,1,1,First Owner,18.6,1197,81.83,5,115.0
2059,2014,185000,10300,Petrol,1,1,First Owner,22.74,796,47.3,5,69.0
2060,2015,1050000,50000,Diesel,1,0,First Owner,17.01,1582,126.2,5,260.0
2061,2019,760000,3000,Petrol,1,1,First Owner,21.01,1197,81.8,5,113.0
2062,2019,570000,5000,Petrol,1,1,First Owner,18.78,999,75.0,5,95.0
2063,2018,700000,13000,Petrol,1,1,First Owner,21.4,1197,83.1,5,115.0
2064,2015,775000,30000,Petrol,1,0,First Owner,15.63,1499,110.4,5,140.0
2065,2007,750000,60000,Diesel,1,0,Second Owner,14.49,2993,258.0,5,560.0
2066,2010,140000,100000,Petrol,1,1,Second Owner,18.0,995,62.0,5,91.0
2067,2016,220000,40000,Petrol,1,1,First Owner,22.74,796,47.3,5,69.0
2068,2013,184000,15000,Petrol,1,1,First Owner,0.0,1086,62.1,5,97.0
2069,2017,650000,80000,Diesel,1,1,First Owner,21.19,1396,88.73,5,220.0
2070,2017,660000,50000,Diesel,1,0,First Owner,18.49,1493,100.0,7,230.0
2071,2017,380000,30000,CNG,1,1,First Owner,36.64,1196,61.7,5,85.0
2072,2012,225000,110000,Petrol,1,1,First Owner,19.81,1086,68.05,5,100.0
2073,2013,600000,30000,Diesel,1,1,Second Owner,20.77,1248,88.76,7,200.0
2074,2014,620000,148000,Diesel,1,1,Second Owner,20.77,1248,88.8,7,200.0
2075,2016,750000,35000,Diesel,1,1,First Owner,18.49,1493,100.0,7,240.0
2076,2005,110000,110000,Petrol,1,1,First Owner,18.9,998,67.1,5,90.0
2077,2012,119000,95000,Diesel,1,1,Second Owner,19.4,1405,70.0,5,136.0
2078,2015,600000,25000,Diesel,1,1,First Owner,25.8,1498,98.6,5,200.0
2079,2011,200000,80000,CNG,1,1,First Owner,43.92,998,67.1,5,90.0
2080,2014,280000,60000,Diesel,1,1,Second Owner,23.0,1248,88.7,5,200.0
2081,2013,375000,100000,Petrol,1,1,First Owner,15.0,1598,105.0,5,153.0
2082,2017,570000,120000,Diesel,1,1,First Owner,26.59,1248,74.0,5,190.0
2083,2012,290000,105000,Diesel,1,1,Second Owner,19.3,1248,73.9,5,190.0
2084,2016,711000,120000,Diesel,1,1,First Owner,24.52,1248,88.5,7,200.0
2085,2012,370000,60000,Diesel,1,1,First Owner,22.9,1248,74.0,5,190.0
2086,2020,550000,15000,Petrol,1,1,First Owner,23.26,1197,88.5,5,113.0
2087,2013,325000,150000,Petrol,1,1,Second Owner,18.6,1197,85.8,5,114.0
2088,2018,670000,93000,Diesel,1,1,First Owner,27.4,1498,98.63,5,200.0
2089,2017,385000,42000,Petrol,1,1,Second Owner,19.81,1086,68.05,5,100.0
2090,2008,114999,80000,Petrol,1,1,Second Owner,17.92,1086,62.1,5,97.0
2091,2010,200000,90000,Petrol,1,1,First Owner,17.92,1086,62.1,5,97.0
2092,2018,600000,60000,Diesel,1,1,First Owner,27.39,1248,74.0,5,190.0
2093,2016,265000,110000,Petrol,1,1,First Owner,23.95,998,67.05,5,90.0
2094,2015,155000,60000,CNG,1,1,Second Owner,39.58,1193,55.23,5,90.0
2095,2019,900000,60000,Diesel,1,1,First Owner,25.1,1248,88.5,5,200.0
2096,2013,650000,170000,Diesel,1,1,Third Owner,20.77,1248,88.76,7,200.0
2097,2004,70000,220000,Petrol,1,1,Second Owner,16.1,796,37.0,4,59.0
2098,2013,200000,57000,Petrol,1,1,First Owner,21.1,814,55.2,5,75.0
2099,2014,300000,100000,Petrol,1,1,First Owner,19.81,1086,68.05,5,100.0
2100,2015,650000,40000,Petrol,1,1,First Owner,17.01,1591,121.3,5,155.0
2101,2014,267000,40000,Petrol,1,1,First Owner,22.74,796,47.3,5,69.0
2102,2018,450000,50000,CNG,1,1,First Owner,44.42,998,58.16,5,77.0
2103,2014,400000,90000,Petrol,1,1,Second Owner,18.9,1197,82.0,5,114.0
2104,2012,310000,86000,Diesel,1,1,First Owner,14.0,2498,112.0,8,260.0
2105,2013,350000,120000,Petrol,1,1,First Owner,14.09,1596,99.6,5,146.0
2106,2014,240000,80000,Petrol,1,1,Second Owner,23.95,998,67.05,5,90.0
2107,2014,185000,80000,Diesel,1,1,Second Owner,19.09,1405,69.01,5,135.0
2108,2017,250000,50000,Petrol,1,1,First Owner,21.1,814,55.2,5,75.0
2109,2009,135000,100000,Petrol,1,1,First Owner,19.7,796,46.3,5,62.0
2110,2011,500000,80000,Diesel,1,1,First Owner,22.32,1582,126.32,5,260.0
2111,2010,300000,108957,Diesel,1,1,First Owner,13.93,2179,138.0,7,320.0
2112,2015,509999,65000,Diesel,1,1,First Owner,15.96,2523,62.1,7,195.0
2113,2015,575000,110000,Diesel,1,1,Second Owner,14.02,2179,118.3,8,280.0
2114,2012,700000,50000,Diesel,1,1,First Owner,12.2,2498,112.0,8,260.0
2115,2008,105000,100000,Petrol,1,1,Third Owner,18.9,1061,67.0,5,84.0
2116,2008,60000,80000,Petrol,1,1,Second Owner,16.1,796,37.0,4,59.0
2117,2008,112999,80000,Petrol,1,1,Third Owner,19.7,796,46.3,5,62.0
2118,2015,229999,120000,Diesel,1,1,Second Owner,19.1,1405,70.0,5,136.0
2119,2012,325000,150000,Diesel,1,1,First Owner,20.0,1399,68.0,5,160.0
2120,2017,650000,20000,Petrol,1,1,First Owner,18.6,1197,81.83,5,115.0
2121,2009,85000,80000,Diesel,1,1,Second Owner,17.0,1405,70.0,5,133.0
2122,2015,570000,93000,Diesel,1,1,Second Owner,24.5,1498,98.6,7,200.0
2123,2015,525000,134000,Diesel,1,1,First Owner,25.2,1248,74.0,5,190.0
2124,2013,350000,90000,Petrol,1,1,Second Owner,18.5,1197,82.85,5,114.0
2125,2007,250000,60000,Petrol,1,1,First Owner,16.6,1197,85.0,5,113.0
2126,2010,300000,120000,Diesel,1,1,Second Owner,14.0,2489,95.0,8,220.0
2127,2017,1325000,30000,Diesel,1,1,First Owner,17.1,1956,170.0,5,350.0
2128,2017,650000,22200,Diesel,1,1,First Owner,22.54,1396,88.73,5,220.0
2129,2018,520000,6000,Petrol,1,1,First Owner,18.9,1197,81.86,5,114.0
2130,2016,220000,90000,Petrol,1,1,First Owner,25.17,799,53.3,5,72.0
2131,2017,650000,78000,Diesel,1,1,Third Owner,28.09,1248,88.5,5,200.0
2132,2017,819999,12000,Petrol,1,1,First Owner,17.5,1199,88.7,5,110.0
2133,2016,645000,120000,Diesel,1,1,First Owner,19.87,1461,83.8,5,200.0
2134,2008,215000,110000,Petrol,1,1,Second Owner,17.7,1497,78.0,5,125.0
2135,2011,114999,10000,Petrol,1,1,First Owner,19.7,796,46.3,5,62.0
2136,2012,75000,12000,Petrol,1,1,First Owner,16.84,1193,64.4,5,100.0
2137,2011,120000,60000,Petrol,1,1,First Owner,18.6,1199,79.4,5,108.0
2138,2016,250000,41000,Petrol,1,1,First Owner,25.17,799,53.3,5,72.0
2139,2018,200000,25000,Petrol,1,1,First Owner,16.8,796,34.2,8,59.0
2140,2015,380000,30000,Petrol,1,1,First Owner,19.1,1197,82.0,5,114.0
2141,2018,560000,50000,Diesel,1,1,First Owner,25.8,1498,98.6,5,200.0
2142,2018,575000,10000,Petrol,1,1,First Owner,20.89,1197,81.8,5,113.0
2143,2017,620000,40000,Diesel,1,1,First Owner,16.5,1493,70.0,7,195.0
2144,2012,525000,120000,Diesel,1,1,First Owner,12.05,2179,120.0,8,290.0
2145,2017,635000,40000,Diesel,1,1,First Owner,26.59,1248,74.0,5,190.0
2146,2016,650000,80000,Diesel,1,1,First Owner,19.72,1461,108.45,5,245.0
2147,2001,39000,42108,Petrol,1,1,First Owner,16.1,796,37.0,4,59.0
2148,2017,550000,70000,Diesel,1,1,Second Owner,25.83,1498,99.0,5,215.0
2149,2009,145000,150000,Diesel,1,1,Third Owner,21.1,1248,73.9,5,113.0
2150,2007,130000,100000,Diesel,1,1,Third Owner,16.1,1405,70.0,5,133.0
2151,2017,825000,79000,Diesel,0,1,First Owner,25.47,1248,88.5,7,200.0
2152,2015,1650000,91000,Diesel,0,0,Second Owner,12.55,2982,168.5,7,360.0
2153,2018,875000,50000,Diesel,0,1,First Owner,24.3,1248,88.5,5,200.0
2154,2016,650000,81000,Diesel,0,1,Second Owner,28.09,1248,88.5,5,200.0
2155,2018,2800000,26000,Diesel,0,0,First Owner,15.73,1968,174.33,5,380.0
2156,2018,3900000,17100,Diesel,0,0,First Owner,22.48,1995,187.74,5,400.0
2157,2013,246000,56000,Diesel,0,1,First Owner,22.1,1248,74.0,5,190.0
2158,2013,325000,60000,Diesel,0,1,Second Owner,24.7,1498,98.63,5,200.0
2159,2019,1450000,22000,Petrol,0,0,First Owner,16.0,1368,160.0,5,250.0
2160,2017,850000,30000,Petrol,0,0,First Owner,15.4,1497,117.3,7,145.0
2161,2015,560000,43001,Diesel,0,1,First Owner,22.27,1498,108.6,5,250.0
2162,2014,221000,65000,Diesel,0,1,First Owner,19.09,1405,69.01,5,135.0
2163,2014,680000,95000,Diesel,0,1,First Owner,12.99,2494,100.6,8,200.0
